"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","전라남도","여자","70 - 74세",51036,53146,53309,52610,52662,55302,57289,59116,63074,68013,71923,77136,78547,80193,79016,76761
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","전라남도","여자","75 - 79세",52556,49570,48109,46235,47361,48274,50233,50593,50169,50524,53269,55396,57394,61339,66185,70096
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","전라남도","여자","80세이상",81283,85661,90040,93991,94276,95470,95091,97321,98979,100058,101467,102438,104438,105318,106499,110295
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","전라남도","여자","80 - 84세",44533,45739,47787,49279,47074,45594,42952,42143,40992,42306,43326,45151,45686,45491,45994,48756
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","전라남도","여자","85 - 89세",25167,27100,28512,30044,31306,32547,33462,35209,36657,35116,34198,32293,32143,31775,32995,33977
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","전라남도","여자","90 - 94세",9160,10273,11111,11890,12853,13724,14701,15605,16594,17447,18256,18850,20025,21003,20019,19617
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","전라남도","여자","95 - 99세",2133,2200,2242,2300,2613,3192,3551,3900,4221,4609,4987,5380,5745,6136,6483,6830
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","전라남도","여자","100세 이상",290,349,388,478,430,413,425,464,515,580,700,764,839,913,1008,1115
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","계",2651789,2640731,2625507,2611408,2597229,2583376,2570057,2557719,2546106,2534922,2523951,2513041,2502047,2490827,2479227,2467190
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","0 - 4세",84569,76177,69153,63152,57866,54307,51951,50600,49920,50107,50911,51983,52831,53455,53851,54044
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","5 - 9세",108968,106711,101657,94894,87838,79963,71416,64772,59572,55238,51891,49666,48393,47788,48049,48916
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","10 - 14세",106268,108160,109042,107916,107006,106512,103740,98866,92664,86387,78826,70567,64141,59070,54819,51523
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","15 - 19세",124263,116717,112979,111700,109063,108323,109646,110415,109611,108938,108445,105695,100907,94805,88583,81011
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","20 - 24세",160672,154803,145660,138089,132090,121317,112383,108578,107781,105527,105111,106543,107324,106484,105803,105274
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","25 - 29세",149480,148955,145776,144225,142458,140082,135982,128762,120980,115232,106756,99884,97206,96848,94912,94729
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","30 - 34세",140649,137637,137720,140610,142384,142750,144067,141920,139217,135486,133179,129201,122596,115665,110528,102679
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","35 - 39세",171823,162192,151494,143309,138336,136792,134871,136334,138769,140605,141294,142742,140647,138011,134354,132065
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","40 - 44세",175985,177751,181658,181791,178499,169310,160105,149849,141651,137163,136096,134675,136598,139418,141537,142437
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","45 - 49세",206863,198984,191513,183615,176634,176644,178699,182626,183173,180227,171234,162160,152036,143968,139660,138841
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","50 - 54세",220757,221903,222258,220947,215999,210525,202540,194838,187470,180614,180751,183039,187160,187868,185064,176104
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","55 - 59세",230399,222789,221659,218471,224984,226270,227660,228263,227778,223371,217866,209742,201818,194302,187381,187584
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","60 - 64세",220150,234272,239040,245278,241437,235763,228100,226841,224378,231725,233521,235341,236425,236294,232020,226455
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","65 - 69세",167475,180845,188972,196574,208534,220383,234847,239365,246088,243186,237824,230548,229443,227229,234785,236978
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","70 - 74세",124117,133868,141683,148004,151431,161998,175218,183363,191304,203837,215720,230061,234798,241561,238893,233916
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","75 - 79세",111780,103444,101816,101077,106671,113729,122560,130152,136491,140207,150498,163042,171080,178938,191000,202592
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","80세이상",147571,155523,163427,171756,175999,178708,176272,182175,189259,197072,204028,208152,218644,229123,237988,252042
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","80 - 84세",85756,87543,91414,96097,94870,92126,85166,84755,85402,90803,97040,104268,111125,116974,120583,130015
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","85 - 89세",44275,48744,51323,53356,56641,58948,60472,64240,68366,67906,66088,60970,61461,62884,67429,72261
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","90 - 94세",14206,15559,16925,18184,19889,22599,25084,26847,28421,30501,31945,32971,35317,37810,37565,36552
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","95 - 99세",2968,3225,3290,3601,4106,4519,4995,5705,6334,7020,8031,8920,9566,10139,10945,11530
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","계","100세 이상",366,452,475,518,493,516,555,628,736,842,924,1023,1175,1316,1466,1684
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","계",1342556,1335572,1329198,1325997,1321874,1315823,1309921,1304469,1299399,1294556,1289797,1285061,1280274,1275303,1270057,1264513
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","0 - 4세",43377,39039,35614,32420,29644,27898,26703,25980,25645,25678,26098,26646,27082,27401,27603,27705
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","5 - 9세",56431,55122,52246,48789,45250,41009,36599,33301,30518,28276,26624,25489,24812,24519,24595,25049
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","10 - 14세",55468,56363,56755,56116,55497,55337,53811,51072,47919,44715,40642,36378,33164,30427,28216,26576
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","15 - 19세",67304,62896,60813,59619,57971,57365,58038,58421,58001,57478,57299,55757,53051,49921,46694,42581
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","20 - 24세",91899,88075,83383,80107,76984,70482,65138,62777,61807,60281,59943,60677,61097,60639,60112,59902
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","25 - 29세",86448,86248,84499,84772,84676,83465,80996,76911,72445,68993,63717,59644,57994,57428,56239,56068
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","30 - 34세",78387,76714,77326,79685,81254,81805,83110,81970,80723,78784,77483,75081,71435,67524,64467,59701
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","35 - 39세",90796,86007,80729,77457,75806,75795,74898,76406,77975,79226,79859,81093,79878,78586,76619,75295
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","40 - 44세",92280,93319,95168,95328,93821,89104,84776,79768,76296,74698,74871,74227,75962,77723,79127,79845
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","45 - 49세",107448,102744,98920,94942,91788,92182,93572,95534,95809,94372,89820,85587,80669,77258,75723,75999
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","50 - 54세",113679,114227,114518,114220,111688,108799,104360,100466,96726,93618,94059,95565,97635,98011,96680,92203
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","55 - 59세",117529,114251,113703,111693,114923,115894,116702,117221,117340,115080,112242,107812,103865,100101,96985,97451
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","60 - 64세",110043,117327,120149,123642,122246,120054,116894,116346,114770,118340,119580,120612,121402,121734,119599,116788
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","65 - 69세",80860,87879,92680,97258,103570,109524,116991,119617,123362,122558,120518,117592,117132,115711,119376,120837
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","70 - 74세",59139,63694,67394,70240,71786,76964,83779,88465,93086,99652,105578,112909,115630,119372,118695,116881
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","75 - 79세",45238,42684,43129,44329,48122,52098,55978,59503,62373,64104,69057,75333,79819,84259,90397,96058
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","80세이상",46230,48983,52172,55380,56848,58048,57576,60711,64604,68703,72407,74659,79647,84689,88930,95574
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","80 - 84세",30119,30970,32860,35020,34798,34194,32271,33137,34708,38003,41265,44182,47219,49778,51411,55748
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","85 - 89세",12593,14176,15051,15745,16854,17882,18526,20163,21894,21900,21592,20352,21290,22743,25136,27374
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","90 - 94세",2983,3266,3676,3985,4508,5213,5942,6428,6883,7497,8035,8394,9250,10132,10127,9998
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","95 - 99세",493,527,544,576,632,700,781,919,1043,1217,1419,1624,1761,1889,2082,2250
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","남자","100세 이상",42,44,41,54,56,59,56,64,76,86,96,107,127,147,174,204
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","계",1309233,1305159,1296309,1285411,1275355,1267553,1260136,1253250,1246707,1240366,1234154,1227980,1221773,1215524,1209170,1202677
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","0 - 4세",41192,37138,33539,30732,28222,26409,25248,24620,24275,24429,24813,25337,25749,26054,26248,26339
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","5 - 9세",52537,51589,49411,46105,42588,38954,34817,31471,29054,26962,25267,24177,23581,23269,23454,23867
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","10 - 14세",50800,51797,52287,51800,51509,51175,49929,47794,44745,41672,38184,34189,30977,28643,26603,24947
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","15 - 19세",56959,53821,52166,52081,51092,50958,51608,51994,51610,51460,51146,49938,47856,44884,41889,38430
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","20 - 24세",68773,66728,62277,57982,55106,50835,47245,45801,45974,45246,45168,45866,46227,45845,45691,45372
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","25 - 29세",63032,62707,61277,59453,57782,56617,54986,51851,48535,46239,43039,40240,39212,39420,38673,38661
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","30 - 34세",62262,60923,60394,60925,61130,60945,60957,59950,58494,56702,55696,54120,51161,48141,46061,42978
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","35 - 39세",81027,76185,70765,65852,62530,60997,59973,59928,60794,61379,61435,61649,60769,59425,57735,56770
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","40 - 44세",83705,84432,86490,86463,84678,80206,75329,70081,65355,62465,61225,60448,60636,61695,62410,62592
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","45 - 49세",99415,96240,92593,88673,84846,84462,85127,87092,87364,85855,81414,76573,71367,66710,63937,62842
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","50 - 54세",107078,107676,107740,106727,104311,101726,98180,94372,90744,86996,86692,87474,89525,89857,88384,83901
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","55 - 59세",112870,108538,107956,106778,110061,110376,110958,111042,110438,108291,105624,101930,97953,94201,90396,90133
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","60 - 64세",110107,116945,118891,121636,119191,115709,111206,110495,109608,113385,113941,114729,115023,114560,112421,109667
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","65 - 69세",86615,92966,96292,99316,104964,110859,117856,119748,122726,120628,117306,112956,112311,111518,115409,116141
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","70 - 74세",64978,70174,74289,77764,79645,85034,91439,94898,98218,104185,110142,117152,119168,122189,120198,117035
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","75 - 79세",66542,60760,58687,56748,58549,61631,66582,70649,74118,76103,81441,87709,91261,94679,100603,106534
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","80세이상",101341,106540,111255,116376,119151,120660,118696,121464,124655,128369,131621,133493,138997,144434,149058,156468
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","80 - 84세",55637,56573,58554,61077,60072,57932,52895,51618,50694,52800,55775,60086,63906,67196,69172,74267
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","85 - 89세",31682,34568,36272,37611,39787,41066,41946,44077,46472,46006,44496,40618,40171,40141,42293,44887
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","90 - 94세",11223,12293,13249,14199,15381,17386,19142,20419,21538,23004,23910,24577,26067,27678,27438,26554
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","95 - 99세",2475,2698,2746,3025,3474,3819,4214,4786,5291,5803,6612,7296,7805,8250,8863,9280
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상북도","여자","100세 이상",324,408,434,464,437,457,499,564,660,756,828,916,1048,1169,1292,1480
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","계",3340211,3315384,3286961,3266517,3249033,3230336,3212076,3194322,3176698,3159020,3140935,3122331,3103220,3083617,3063401,3042568
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","0 - 4세",116996,103714,92178,82646,75597,70293,66513,64536,63490,63284,63902,64891,65608,66046,66226,66184
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","5 - 9세",159714,155110,147336,137372,126332,113956,101080,90195,81692,75144,69966,66254,64305,63306,63196,63952
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","10 - 14세",156260,160416,162078,159788,158223,157063,152131,144669,135275,125066,113058,100518,89931,81661,75231,70111
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","15 - 19세",158673,149334,144605,150237,152153,152870,156609,157844,155726,154462,153347,148526,141395,132341,122456,110774
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","20 - 24세",192555,182422,168508,151561,140463,131052,124533,124374,128415,128213,127953,130994,131687,129888,128921,127881
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","25 - 29세",195040,192824,187421,180752,174562,167102,157964,146006,134660,127314,119494,112955,111796,113834,112241,111942
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","30 - 34세",190156,183639,182881,186388,187943,187274,187110,183304,177166,170530,164732,157388,147216,137372,130690,122556
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","35 - 39세",245029,227675,210068,196897,189009,185701,182540,184187,187016,188310,188291,188637,185190,179514,173428,168159
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","40 - 44세",251331,255234,260158,260566,254682,240584,225123,209498,196296,188708,186028,183479,185698,189024,190760,191132
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","45 - 49세",287025,275834,264389,254523,248300,249840,254824,260346,261001,255424,241617,226472,211192,198347,191151,188860
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","50 - 54세",290972,294909,297040,298826,293139,286284,275533,264815,255252,249024,250628,255749,261407,262237,256874,243293
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","55 - 59세",283436,273656,274016,271431,285407,289981,294404,296898,298940,293112,286348,275659,264989,255562,249400,251074
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","60 - 64세",257103,276260,283155,291767,286472,282052,272946,273141,270479,284156,288584,293009,295642,297750,292061,285443
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","65 - 69세",180630,196986,209568,223940,240546,252711,271919,278605,286901,281707,277381,268506,268649,266112,279453,283798
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","70 - 74세",131549,141300,148350,153935,158881,173474,189647,201823,215861,232107,243994,262525,268936,276915,271959,267940
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","75 - 79세",108302,102571,103749,106763,113742,120554,129395,136264,142041,147195,161115,176235,187809,201009,216184,227638
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","80세이상",135440,143500,151461,159125,163582,169545,169805,177817,186487,195264,204497,210534,221770,232699,243170,261831
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","80 - 84세",79056,81637,85391,89606,88826,89632,84967,86756,90004,96350,102475,109743,115956,121283,126040,138621
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","85 - 89세",40531,44286,47115,49046,52078,54664,56995,60551,64050,63786,64508,61038,62986,65994,70972,75845
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","90 - 94세",13093,14487,15666,16909,18592,20663,22726,24713,25997,27931,29470,30868,33088,35127,34966,35413
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","95 - 99세",2489,2760,2928,3171,3701,4170,4644,5251,5811,6464,7216,7961,8686,9123,9878,10473
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","계","100세 이상",271,330,361,393,385,416,473,546,625,733,828,924,1054,1172,1314,1479
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","계",1696336,1681840,1667010,1659807,1652494,1643206,1634189,1625524,1617080,1608680,1600034,1591110,1581918,1572378,1562440,1552073
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","0 - 4세",60057,53335,47280,42278,38726,35950,33999,33026,32592,32424,32745,33251,33619,33846,33939,33917
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","5 - 9세",82302,79692,75776,70803,65051,58665,52120,46420,41847,38611,35885,33963,32997,32580,32459,32858
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","10 - 14세",80964,82906,83646,82420,81679,81020,78330,74495,69779,64426,58231,51851,46303,41859,38681,35977
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","15 - 19세",85410,80118,76948,78978,79449,79691,81590,82308,81178,80535,79893,77298,73619,69039,63818,57779
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","20 - 24세",110006,104904,97235,89553,83558,77893,73412,72191,73829,73610,73532,75156,75636,74593,74070,73418
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","25 - 29세",110344,109442,106985,103441,100761,96691,91881,86001,80152,75757,71146,67019,65768,66676,65705,65539
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","30 - 34세",104908,100863,100836,104288,105500,105460,105883,104027,100363,97087,93847,89948,84862,79719,75759,71077
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","35 - 39세",129512,120646,111515,105512,102363,101312,100006,101486,103708,104591,104893,105506,103770,100355,97355,94360
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","40 - 44세",130941,133062,135300,135834,133090,126162,118739,111013,104604,101402,100679,99711,101492,103969,105104,105624
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","45 - 49세",147878,141687,135927,131183,128250,129352,132256,134933,135481,132884,126123,118875,111353,105164,102181,101672
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","50 - 54세",148219,149833,151164,152488,149983,146717,141190,135834,131236,128259,129405,132385,135145,135791,133317,126700
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","55 - 59세",143504,139523,139779,137488,144182,146676,148707,150374,151887,149335,146156,140715,135441,130965,128056,129250
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","60 - 64세",128805,138182,141585,146478,143970,141766,138233,138520,136228,142800,145258,147336,149120,150698,148273,145216
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","65 - 69세",88006,96047,102616,110221,118628,124930,134362,137720,142483,140010,137963,134644,134934,132813,139224,141683
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","70 - 74세",61700,66293,70096,72743,75382,82563,90443,96633,103967,112090,118163,127125,130340,134901,132633,130861
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","75 - 79세",43618,42148,43989,46662,50639,54279,58276,61865,64607,67322,74016,81167,86912,93638,101028,106758
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","80세이상",40162,43159,46333,49437,51283,54079,54762,58678,63139,67537,72099,75160,80607,85772,90838,99384
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","80 - 84세",26637,28064,29809,31825,32144,33286,32255,34006,36464,39825,42887,45912,48986,51408,53805,59587
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","85 - 89세",10535,11803,12932,13751,14793,15842,16930,18385,19852,20168,20986,20321,21756,23648,25978,28144
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","90 - 94세",2551,2839,3090,3333,3746,4321,4881,5480,5919,6492,7012,7552,8302,9023,9170,9590
