"성별(1)","손상부위별(1)",손상부위별(2),2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022,2023,2023
"성별(1)","손상부위별(1)",손상부위별(2),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%)
"여자","전체",소계,345180.0,100.0,367413.0,100.0,375524.0,100.0,423422.0,100.0,422515.0,100.0,446355.0,100.0,458103.0,100.0,469072.0,100.0,486977.0,100.0,488548.0,100.0,511315.0,100.0,511633.1,100.0,500494.5,100.0,437862.6,100.0,407816.0,100.0,510745.1,100.0,565089.4,100.0
"여자","머리, 목",소계,77710.0,22.5,82245.0,22.4,79407.0,21.1,86483.0,20.4,84320.0,20.0,87645.0,19.6,78558.0,17.1,78853.0,16.8,77569.0,15.9,72760.0,14.9,69374.0,13.6,69778.1,13.6,69094.4,13.8,57684.8,13.2,50128.4,12.3,63163.7,12.4,63349.7,11.2
"여자","머리, 목",두개골내,61074.0,17.7,65075.0,17.7,60972.0,16.2,67100.0,15.8,66457.0,15.7,69422.0,15.6,61604.0,13.4,60411.0,12.9,59626.0,12.2,55490.0,11.4,53643.0,10.5,53556.8,10.5,54023.7,10.8,45514.0,10.4,40203.2,9.9,52454.9,10.3,51951.0,9.2
"여자","머리, 목",기타 머리,12963.0,3.8,12279.0,3.4,12975.0,3.5,14266.0,3.4,13514.0,3.2,13460.0,3.0,12821.0,2.8,14351.0,3.1,14261.0,2.9,13772.0,2.8,14038.0,2.7,12024.3,2.4,12035.9,2.4,9288.8,2.1,7394.2,1.8,9521.8,1.9,10208.0,1.8
"여자","머리, 목",목,1881.0,0.5,2163.0,0.6,1733.0,0.5,1701*,0.4,2266*,0.5,1991*,0.4,1936*,0.4,1582*,0.3,1296*,0.3,1170*,0.2,857.0,0.2,859.3,0.2,944.9,0.2,718.2,0.2,681.8,0.2,658.7,0.1,681.1,0.1
"여자","머리, 목",기타 머리 목,1792*,0.5,2728*,0.7,3727*,1.0,3416*,0.8,2083*,0.5,2772*,0.6,2197*,0.5,2509*,0.5,2386*,0.5,2328*,0.5,836*,0.2,3337.8*,0.7,2089.9,0.4,2163.8,0.5,1849.2,0.5,528.3,0.1,509.7,0.1
"여자","척추, 등",소계,100642.0,29.2,100478.0,27.3,98140.0,26.1,116879.0,27.6,108373.0,25.6,117031.0,26.2,122289.0,26.7,124875.0,26.6,127148.0,26.1,131439.0,26.9,138973.0,27.2,128586.8,25.1,125355.1,25.0,106713.5,24.4,96894.4,23.8,121029.3,23.7,136322.2,24.1
"여자","척추, 등",척수,1008.0,0.3,524.0,0.1,546.0,0.1,973.0,0.2,1013.0,0.2,1000.0,0.2,602.0,0.1,843.0,0.2,815.0,0.2,712*,0.1,1048*,0.2,907.0,0.2,798.3,0.2,861.3,0.2,786.6,0.2,996.4,0.2,792.4,0.1
"여자","척추, 등",척추,99634.0,28.9,99954.0,27.2,97594.0,26.0,115906.0,27.4,107360.0,25.4,116031.0,26.0,121687.0,26.6,124032.0,26.4,126333.0,25.9,130727.0,26.8,137925.0,27.0,127679.8,25.0,124556.8,24.9,105852.2,24.2,96107.7,23.6,120033.0,23.5,135529.8,24.0
"여자","몸통",소계,28305.0,8.2,30727.0,8.4,32871.0,8.8,35244.0,8.3,34663.0,8.2,36744.0,8.2,41720.0,9.1,45260.0,9.6,47494.0,9.8,49042.0,10.0,52077.0,10.2,48918.6,9.6,47930.4,9.6,40939.2,9.3,36813.8,9.0,45944.5,9.0,51920.6,9.2
"여자","몸통",가슴,15586.0,4.5,18065.0,4.9,19595.0,5.2,20993.0,5.0,19774.0,4.7,22752.0,5.1,26100.0,5.7,27950.0,6.0,29567.0,6.1,31957.0,6.5,34872.0,6.8,30712.0,6.0,30211.3,6.0,24359.9,5.6,21971.4,5.4,28116.7,5.5,32474.9,5.7
"여자","몸통",복부 하배부 골반,10062.0,2.9,10108.0,2.8,9995.0,2.7,10522.0,2.5,11930.0,2.8,10639.0,2.4,12620.0,2.8,12743.0,2.7,13768.0,2.8,13506.0,2.8,14614.0,2.9,13957.2,2.7,13644.1,2.7,13399.1,3.1,11947.7,2.9,16352.7,3.2,17722.2,3.1
"여자","몸통",기타 몸통,2657.0,0.8,2554.0,0.7,3281.0,0.9,3729.0,0.9,2959.0,0.7,3353.0,0.8,3000.0,0.7,4567*,1.0,4159*,0.9,3579*,0.7,2591.0,0.5,4249.4*,0.8,4075.0,0.8,3180.3,0.7,2894.6,0.7,1475.1,0.3,1723.5,0.3
"여자","상지",소계,50437.0,14.6,59231.0,16.1,60383.0,16.1,71689.0,16.9,74379.0,17.6,76961.0,17.2,84580.0,18.5,81455.0,17.4,89060.0,18.3,86385.0,17.7,98302.0,19.2,97509.0,19.1,94903.3,19.0,89663.2,20.5,86642.5,21.2,111041.9,21.7,124574.1,22.0
